,FRAME_IDX,X_1,Y_1,X_2,Y_2,X_3,Y_3,X_4,Y_4,X_5,Y_5,X_6,Y_6,X_7,Y_7,X_8,Y_8,X_9,Y_9,X_10,Y_10,X_11,Y_11,X_12,Y_12,X_13,Y_13,X_14,Y_14,X_15,Y_15,X_16,Y_16,X_17,Y_17,X_18,Y_18,X_19,Y_19,X_20,Y_20,X_21,Y_21,X_22,Y_22,X_23,Y_23,X_24,Y_24,X_25,Y_25,X_26,Y_26,X_27,Y_27,X_28,Y_28,X_29,Y_29,X_30,Y_30,X_31,Y_31,X_32,Y_32,X_33,Y_33,X_34,Y_34,X_35,Y_35,X_36,Y_36,X_37,Y_37,X_38,Y_38,X_39,Y_39,X_40,Y_40,X_41,Y_41,X_42,Y_42,X_43,Y_43,X_44,Y_44,X_45,Y_45,X_46,Y_46,X_47,Y_47,X_48,Y_48,X_49,Y_49,X_50,Y_50,X_51,Y_51,X_52,Y_52,X_53,Y_53,X_54,Y_54,X_55,Y_55,X_56,Y_56,X_57,Y_57,X_58,Y_58,X_59,Y_59,X_60,Y_60,X_61,Y_61,X_62,Y_62,X_63,Y_63,X_64,Y_64,X_65,Y_65,X_66,Y_66,X_67,Y_67,X_68,Y_68,X_69,Y_69,X_70,Y_70,X_71,Y_71,X_72,Y_72,X_73,Y_73,X_74,Y_74,X_75,Y_75,X_76,Y_76,X_77,Y_77,X_78,Y_78,X_79,Y_79,X_80,Y_80,X_81,Y_81,X_82,Y_82,X_83,Y_83,X_84,Y_84,X_85,Y_85,X_86,Y_86,X_87,Y_87,X_88,Y_88,X_89,Y_89,X_90,Y_90,X_91,Y_91,X_92,Y_92,X_93,Y_93,X_94,Y_94,X_95,Y_95,X_96,Y_96,X_97,Y_97,X_98,Y_98,X_99,Y_99,X_100,Y_100,X_101,Y_101,X_102,Y_102,X_103,Y_103,X_104,Y_104,X_105,Y_105,X_106,Y_106,X_107,Y_107,X_108,Y_108,X_109,Y_109,X_110,Y_110,X_111,Y_111,X_112,Y_112,X_113,Y_113,X_114,Y_114,X_115,Y_115,X_116,Y_116,X_117,Y_117,X_118,Y_118,X_119,Y_119,X_120,Y_120,X_121,Y_121,X_122,Y_122,X_123,Y_123,X_124,Y_124,X_125,Y_125,X_126,Y_126,X_127,Y_127,X_128,Y_128,X_129,Y_129,X_130,Y_130,X_131,Y_131,X_132,Y_132,X_133,Y_133,X_134,Y_134,X_135,Y_135
500,501.0,800.0,1102.0,,,,,,,,,,,,,,,1499.0,1010.0,,,781.0,557.0,1266.0,1023.0,2098.0,890.0,,,939.0,665.0,1058.0,1064.0,1673.0,992.0,,,,,778.0,404.0,,,1216.0,494.0,,,1159.0,686.0,,,,,,,,,,,,,,,,,,,1967.0,608.0,1018.0,1218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.0,480.0,,,,,,,,,,,,,1340.0,309.0,,,,,,,,,,,370.0,370.0,1427.0,803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,502.0,800.0,1101.0,,,,,,,,,,,,,,,1498.0,1010.0,,,781.0,560.0,1265.0,1021.0,2100.0,894.0,,,935.0,663.0,1058.0,1066.0,1674.0,991.0,,,,,777.0,403.0,,,1214.0,494.0,,,1159.0,683.0,,,,,,,,,,,,,,,,,,,1967.0,608.0,1018.0,1216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.0,481.0,,,,,,,,,,,,,1339.0,311.0,,,,,,,,,,,371.0,371.0,1422.0,801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,503.0,800.0,1098.0,,,,,,,,,,,,,,,1497.0,1008.0,,,782.0,558.0,,,2099.0,896.0,,,931.0,662.0,1056.0,1067.0,1675.0,990.0,,,,,777.0,403.0,,,1210.0,494.0,,,1160.0,681.0,,,,,,,,,,,,,,,,,,,1965.0,608.0,1017.0,1213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.0,481.0,,,,,,,,,,,,,1338.0,313.0,,,,,,,,,,,371.0,371.0,1427.0,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,504.0,799.0,1096.0,,,,,,,,,,,,,,,1494.0,1007.0,,,782.0,559.0,,,2100.0,895.0,,,927.0,659.0,1054.0,1070.0,1676.0,989.0,,,,,777.0,402.0,,,1203.0,494.0,,,1162.0,680.0,,,,,,,,,,,,,,,,,,,1961.0,607.0,1016.0,1211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.0,481.0,,,,,,,,,,,,,1336.0,316.0,,,,,,,,,,,,,1425.0,798.0,1628.0,1313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,505.0,799.0,1095.0,,,,,,,,,,,,,,,1492.0,1007.0,,,783.0,569.0,,,2101.0,892.0,,,926.0,655.0,1056.0,1070.0,1678.0,985.0,,,,,778.0,400.0,,,1197.0,494.0,,,1163.0,679.0,,,,,,,,,,,,,,,,,,,1961.0,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,482.0,,,,,,,,,,,,,1334.0,319.0,,,,,,,,,,,,,1424.0,797.0,1627.0,1311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,506.0,799.0,1093.0,,,,,,,,,,,,,,,1489.0,1006.0,,,784.0,574.0,,,2102.0,890.0,,,925.0,653.0,1056.0,1071.0,1679.0,984.0,,,,,776.0,405.0,,,1194.0,494.0,,,1163.0,681.0,,,,,,,,,,,,,,,,,,,1955.0,605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.0,483.0,,,,,,,,,,,,,1334.0,320.0,,,,,,,,,,,,,1423.0,797.0,1627.0,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,507.0,798.0,1090.0,,,,,,,,,,,,,,,1487.0,1005.0,,,783.0,575.0,,,2101.0,890.0,,,923.0,651.0,1057.0,1072.0,1679.0,979.0,,,,,776.0,405.0,,,1191.0,494.0,,,1164.0,683.0,,,,,,,,,,,,,,,,,,,1958.0,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.0,485.0,,,,,,,,,,,,,1334.0,321.0,,,,,,,,,,,,,1422.0,806.0,1628.0,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,508.0,796.0,1087.0,,,,,,,,,,,,,,,1484.0,1005.0,,,782.0,570.0,,,2098.0,890.0,,,921.0,649.0,1053.0,1075.0,1678.0,977.0,,,,,773.0,397.0,,,1189.0,495.0,,,1164.0,683.0,,,,,,,,,,,,,,,,,,,1960.0,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.0,487.0,,,,,,,,,,,,,1332.0,323.0,,,,,,,,,,,,,1419.0,806.0,1629.0,1308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,509.0,793.0,1080.0,,,,,,,,,,,,,,,1482.0,1006.0,,,781.0,566.0,,,2098.0,889.0,,,920.0,647.0,1052.0,1076.0,1677.0,977.0,,,,,772.0,396.0,,,1189.0,497.0,,,1164.0,682.0,,,,,,,,,,,,,,,,,,,1960.0,609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.0,488.0,,,,,,,,,,,,,1331.0,324.0,,,,,,,,,,,,,1417.0,810.0,1629.0,1306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,510.0,793.0,1076.0,,,,,,,,,,,,,,,1480.0,1007.0,,,781.0,556.0,,,2102.0,904.0,,,918.0,641.0,1049.0,1077.0,1676.0,976.0,,,,,771.0,395.0,,,1184.0,496.0,,,1164.0,683.0,,,,,,,,,,,,,,,,,,,1959.0,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.0,488.0,,,,,,,,,,,,,1330.0,326.0,,,,,,,,,,,,,1416.0,814.0,1629.0,1304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,511.0,791.0,1078.0,,,,,,,,,,,,,,,1479.0,1008.0,,,782.0,553.0,,,2103.0,907.0,,,916.0,638.0,1047.0,1079.0,1675.0,975.0,,,,,768.0,388.0,,,1181.0,497.0,,,1165.0,685.0,,,,,,,,,,,,,,,,,,,1957.0,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.0,488.0,,,,,,,,,,,,,1328.0,327.0,,,,,,,,,,,,,1414.0,817.0,1629.0,1303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,512.0,789.0,1079.0,,,,,,,,,,,,,,,1476.0,1009.0,,,784.0,545.0,,,2104.0,910.0,,,914.0,634.0,1043.0,1081.0,1674.0,974.0,,,,,767.0,379.0,,,1176.0,497.0,,,1166.0,684.0,,,,,,,,,,,,,,,,,,,1951.0,609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.0,489.0,,,,,,,,,,,,,1328.0,329.0,,,,,,,,,,,,,1417.0,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,513.0,787.0,1078.0,,,,,,,,,,,,,,,1474.0,1010.0,,,785.0,540.0,,,2104.0,910.0,,,907.0,628.0,1039.0,1081.0,1673.0,972.0,,,,,766.0,376.0,,,1171.0,498.0,,,1167.0,679.0,,,,,,,,,,,,,,,,,,,1951.0,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643.0,491.0,,,,,,,,,,,,,1326.0,331.0,,,,,,,,,,,,,1415.0,809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,514.0,785.0,1078.0,,,,,,,,,,,,,,,1472.0,1008.0,,,786.0,538.0,,,2104.0,912.0,,,904.0,617.0,1038.0,1083.0,1673.0,972.0,,,,,764.0,371.0,,,1165.0,498.0,,,1167.0,678.0,,,,,,,,,,,,,,,,,,,1953.0,613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.0,493.0,,,,,,,,,,,,,1322.0,333.0,,,,,,,,,,,,,1417.0,811.0,,,,,1360.0,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,515.0,782.0,1080.0,,,,,,,,,,,,,,,1470.0,1008.0,,,787.0,537.0,,,2105.0,914.0,,,902.0,611.0,1038.0,1085.0,1673.0,973.0,,,,,763.0,367.0,,,1160.0,498.0,,,1168.0,678.0,,,,,,,,,,,,,,,,,,,1950.0,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.0,496.0,,,,,,,,,,,,,1318.0,334.0,,,,,,,,,,,,,1423.0,817.0,,,,,1356.0,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,516.0,781.0,1081.0,,,,,,,,,,,,,,,1468.0,1008.0,,,786.0,536.0,,,,,,,904.0,606.0,1037.0,1087.0,1674.0,972.0,,,,,762.0,366.0,,,1157.0,498.0,,,,,,,,,,,,,,,,,,,,,,,1949.0,613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.0,497.0,,,,,,,,,,,,,1315.0,335.0,,,,,,,,,,,,,1423.0,818.0,,,,,1354.0,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,517.0,780.0,1079.0,,,,,,,,,,,,,,,1466.0,1009.0,,,786.0,536.0,,,,,,,902.0,601.0,1036.0,1087.0,1674.0,972.0,,,,,762.0,364.0,,,1154.0,497.0,,,,,,,,,,,,,,,,,,,,,,,1948.0,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.0,497.0,,,,,,,,,,,,,1313.0,337.0,,,,,,,,,,,,,1423.0,831.0,,,,,1353.0,706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,518.0,779.0,1078.0,,,,,,,,,,,,,,,1463.0,1007.0,,,787.0,538.0,,,,,,,900.0,596.0,1033.0,1088.0,1674.0,971.0,,,,,762.0,359.0,,,1153.0,497.0,,,,,,,,,,,,,,,,,,,,,,,1949.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.0,497.0,,,,,,,,,,,,,1310.0,339.0,,,,,,,,,,,,,1423.0,835.0,,,,,1349.0,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,519.0,779.0,1074.0,,,,,,,,,,,,,,,1462.0,1007.0,,,787.0,541.0,,,,,,,899.0,591.0,1030.0,1090.0,1675.0,968.0,,,,,762.0,355.0,,,1151.0,497.0,,,,,,,,,,,,,,,,,,,,,,,1949.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.0,498.0,,,,,,,,,,,,,1307.0,341.0,,,,,,,,,,,,,1424.0,839.0,,,,,1345.0,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,520.0,779.0,1074.0,,,,,,,,,,,,,,,1461.0,1007.0,,,788.0,542.0,,,,,,,,,1029.0,1091.0,1675.0,966.0,,,,,762.0,351.0,,,1149.0,498.0,,,,,,,,,,,,,,,,,,,901.0,592.0,,,1948.0,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.0,499.0,,,,,,,,,,,,,1304.0,341.0,,,,,,,,,,,,,1425.0,842.0,,,,,1344.0,694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,521.0,778.0,1073.0,,,,,,,,,,,,,,,1459.0,1007.0,,,788.0,542.0,,,,,,,,,1027.0,1093.0,1674.0,960.0,,,,,760.0,350.0,,,1146.0,498.0,,,,,,,,,,,,,,,,,,,903.0,593.0,,,1946.0,617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.0,499.0,,,,,,,,,,,,,1303.0,341.0,,,,,,,,,,,,,1414.0,849.0,,,,,1343.0,697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,522.0,777.0,1071.0,,,,,,,,,,,,,,,1457.0,1007.0,,,789.0,542.0,,,,,,,,,1025.0,1094.0,1674.0,958.0,,,,,760.0,349.0,,,1144.0,499.0,,,,,,,,,,,,,,,,,,,905.0,595.0,,,1945.0,617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.0,499.0,,,,,,,,,,,,,1300.0,342.0,,,,,,,,,,,,,,,,,,,1344.0,701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,523.0,777.0,1070.0,,,,,,,,,,,,,,,1454.0,1007.0,,,789.0,541.0,,,,,,,,,,,1674.0,958.0,,,,,760.0,348.0,,,1141.0,500.0,,,,,,,,,,,,,,,,,,,907.0,596.0,,,1944.0,618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635.0,499.0,,,,,,,,,,,,,1298.0,343.0,,,,,,,,,,,,,,,,,,,1344.0,706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,524.0,777.0,1070.0,,,,,,,,,,,,,,,1452.0,1007.0,,,791.0,541.0,,,,,,,,,,,1673.0,956.0,,,,,759.0,347.0,,,1138.0,502.0,,,,,,,,,,,,,,,,,,,912.0,592.0,,,1943.0,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.0,499.0,,,,,,,,,,,,,1296.0,344.0,,,,,,,,,,,,,,,,,,,1344.0,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,525.0,777.0,1060.0,,,,,,,,,,,,,,,1450.0,1007.0,,,793.0,541.0,,,,,,,,,,,1672.0,957.0,,,,,758.0,345.0,,,1137.0,503.0,,,,,,,,,,,,,,,,,,,916.0,590.0,,,1940.0,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629.0,498.0,,,,,,,,,,,,,1295.0,346.0,,,,,,,,,,,,,,,,,,,1346.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,526.0,776.0,1051.0,,,,,,,,,,,,,,,1447.0,1008.0,,,795.0,541.0,,,,,,,,,,,1671.0,954.0,,,,,757.0,343.0,,,1136.0,503.0,,,,,,,,,,,,,,,,,,,917.0,588.0,,,1937.0,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628.0,498.0,,,,,,,,,,,,,1293.0,348.0,,,,,,,,,,,,,,,,,,,1346.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,527.0,777.0,1044.0,,,,,,,,,,,,,,,1446.0,1009.0,,,797.0,540.0,,,,,,,,,,,1671.0,952.0,,,,,755.0,342.0,,,1136.0,504.0,,,,,,,,,,,,,,,,,,,919.0,585.0,,,1935.0,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.0,499.0,,,,,,,,,,,,,1292.0,350.0,,,,,,,,,,,,,,,,,,,1344.0,709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,528.0,776.0,1036.0,,,,,,,,,,,,,,,1446.0,1010.0,,,799.0,540.0,,,,,,,,,,,1670.0,951.0,,,,,755.0,343.0,,,1136.0,504.0,,,,,,,,,,,,,,,,,,,922.0,584.0,,,1930.0,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.0,500.0,,,,,,,,,,,,,1291.0,350.0,,,,,,,,,,,,,,,,,,,1343.0,711.0,392.0,397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,529.0,776.0,1032.0,,,,,,,,,,,,,,,1443.0,1008.0,,,801.0,540.0,,,,,,,,,,,1671.0,952.0,,,,,756.0,341.0,,,1135.0,505.0,,,,,,,,,,,,,,,,,,,926.0,582.0,,,1931.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.0,500.0,,,,,,,,,,,,,1290.0,350.0,,,,,,,,,,,,,,,,,,,1342.0,711.0,395.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,530.0,775.0,1030.0,,,,,,,,,,,,,,,1441.0,1007.0,,,803.0,539.0,,,,,,,,,,,1670.0,956.0,,,,,755.0,338.0,,,1132.0,506.0,,,,,,,,,,,,,,,,,,,932.0,578.0,,,1930.0,615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.0,504.0,,,,,,,,,,,,,1290.0,352.0,,,,,,,,,,,,,,,,,,,1340.0,710.0,397.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,531.0,775.0,1029.0,,,,,,,,,,,,,,,1439.0,1006.0,,,805.0,539.0,,,,,,,,,,,1670.0,954.0,,,,,754.0,336.0,,,1129.0,507.0,,,,,,,,,,,,,,,,,,,938.0,574.0,,,1928.0,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.0,507.0,,,,,,,,,,,,,1289.0,353.0,,,,,,,,,,,,,,,,,,,1339.0,711.0,396.0,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,532.0,774.0,1031.0,,,,,,,,,,,,,,,1438.0,1005.0,,,808.0,539.0,,,,,,,,,,,1670.0,952.0,,,,,752.0,335.0,,,1126.0,508.0,,,,,,,,,,,,,,,,,,,945.0,570.0,,,1925.0,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.0,509.0,,,,,,,,,,,,,1285.0,356.0,,,,,,,,,,,,,,,,,,,1339.0,713.0,395.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,533.0,776.0,1037.0,,,,,,,,,,,,,,,1436.0,1006.0,,,810.0,539.0,,,,,,,,,,,1670.0,950.0,,,,,751.0,332.0,,,1121.0,508.0,,,,,,,,,,,,,,,,,,,951.0,567.0,,,1924.0,613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629.0,510.0,,,,,,,,,,,,,1278.0,358.0,,,,,,,,,,,,,,,,,,,1339.0,714.0,394.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,534.0,773.0,1034.0,,,,,,,,,,,,,,,1435.0,1007.0,,,812.0,538.0,,,,,,,,,,,1670.0,948.0,,,,,751.0,332.0,,,1118.0,509.0,,,,,,,,,,,,,,,,,,,955.0,565.0,,,1922.0,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.0,510.0,,,,,,,,,,,,,1274.0,361.0,,,,,,,,,,,,,,,,,,,1339.0,713.0,394.0,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
